Date,ShareLink,ShareCommentary,idea
2024-05-01 14:18:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7191440820804243458,"I’m hosting a networking event and AI workshop this month!""
""""
""If you are a data professional or entrepreneur, this event is for you. ""
""""
""👉 Join us on Thursday, May 23 at 5 PM, where Matthew Blasa will discuss AI product development. ""
""""
""The event will be hosted at the Richardson IQHQ, an incredible hub for North Texas entrepreneurs. ""
""""
""Hope to see you there! ""
""""
""Event Agenda: ""
""5:00PM - Networking ""
""6:00PM - Talk + Q&A ""
""6:40PM - Final networking ""
""""
""🔗 Registration: https://lu.ma/tspzni1v""
""""
""#networking #event #AI",
2024-04-30 13:55:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7191072744795508736,"3 things I learned from data science that made me a better decision-maker. ""
""""
""👇 ""
""""
""1) Population thinking 🧠 ""
""""
""Don’t let summary statistics blind you to the underlying distribution. Note: many things are NOT Gaussian. ""
""""
""2) Expectation values (📈 vs 📉)""
""""
""It’s not only about the probability of success but the potential upside and downside. Business is about making bets. ""
""""
""3) Optimization ⛰️ ""
""""
""The path toward an optimal solution consists of 2 things–a direction and step size. Progress happens one step at a time. ""
""""
""👉 What data science ideas do you use to make decisions?",
2024-04-29 13:48:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7190708420428103680,"Although machine learning can provide tremendous value to businesses, developing these solutions comes with unique risks. ""
""""
""For instance, ML models are inherently uncertain, demand diverse technical expertise, and require experimentation. ""
""""
""This raises the need for project management approaches tailored specifically for data science and machine learning. ""
""""
""👉 In my latest blog post, I share a 5-step framework I like to use when approaching these projects and the PM’s key role in mitigating the risks above. ""
""""
""Check it out and let me know what you think 👇""
""""
""https://lnkd.in/gEB74zea",
2024-04-26 13:41:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7189619546045968385,"Full-stack data scientists can manage and implement ML projects end-to-end. ""
""""
""While this may seem unnecessary with the rise of specialized data roles (e.g., data engineers and ML engineers), there are still many situations that require contributors with this end-to-end skill set. ""
""""
""Here are 4 examples 👇 ""
""""
""• A data freelancer selling their services ""
""• An SMB (small to medium-sized business) with limited AI/ML resources ""
""• A lone AI/ML contributor is embedded in a business team ""
""• A founder who wants to build an ML product ""
""""
""In a recent YouTube video, I kicked off a new series on full stack data science where I introduced the idea and the 4 hats it involves. ""
""""
""Check it out and let me know what you think 😁""
""""
""https://lnkd.in/gCVqxDRu",
2024-04-25 13:45:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7189258322062069760,"Although the idea of project management might cure insomnia for some data scientists, the more I do projects as an independent, the more I see its value. ""
""""
""This has led me to develop a 5-step project management framework for data science 👇""
""""
""📌 Phase 0: Problem Definition & Scoping—Formulate the business problem. Design the data science solution. Define project milestones, tasks, and success metrics.""
""""
""📌 Phase 1: Data Acquisition, Exploration, & Preparation—Evaluate available data. Acquire and explore data. Develop data pipelines. ""
""""
""📌 Phase 2: Solution Development—Develop ML solution. Evaluate solution validity and value. Iterate with stakeholders and revisit past phases as needed ""
""""
""📌 Phase 3: Solution Deployment—Integrate solution into real-world business context. Develop solution monitoring pipeline. ""
""""
""📌 Phase 4: Evaluation & Documentation—Evaluate project outcomes, deliver technical documentation and user guides, and reflect on lessons learned and future work. ""
""""
""👉 Anything missing here?",
2024-04-24 13:53:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7188897726384824320,"Although it is becoming more common to split different aspects of machine learning (ML) development across multiple specialized roles (e.g., data engineers, data scientists, and ML engineers).. ""
""""
"".. there are still many situations which call for contributors who are well-versed in all aspects of the ML workflow. ""
""""
""I call these contributors full-stack data scientists. ""
""""
""👉 In my latest blog post, I introduce Full Stack Data Science and describe the 4 hats it involves. ""
""""
""Check it out and let me know what you think 👇 ""
""""
""A big thank you to Towards Data Science for publishing this article 😁""
""""
""https://lnkd.in/gV2Ndze5",
2024-04-23 14:23:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7188542909065920513,"Selling is a key part of any entrepreneur's skillset.""
""""
""However, there is one form of selling that can mean life or death for a startup: pitching to investors 📈 ""
""""
""This Thursday (Apr 25) at 12PM CST, Veena Somareddy will share her expert insights on the art and science of crafting pitches that resonate with investors. ""
""""
""Veena is the CEO of Neuro Rehab VR, a startup creating innovative virtual training for neurological physical therapy ""
""""
""Join us live and ask Veena your pitch-related questions! ""
""""
""👉 Register here: https://lu.ma/w83ptabf",
2024-04-22 14:11:17,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7188177546763558913,"When learning data science, I prefer to take a bottom-up approach ⬆ ""
""""
""In other words, instead of starting with high-level theories and working my way to the details, I like to learn things ad hoc. ""
""""
""I’ve found this is not only more fun but the only way to stay flexible enough to keep up with the constantly changing landscape of technologies. ""
""""
""Here's a meme that sums up my learning journey 👇",
2024-04-19 14:00:03,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7187087558047076353,"Here are 4 key differences between doing data science at a big company vs freelancing (for anyone curious about a transition). ""
""""
""👇 ""
""""
""1) Marketing yourself (consistently) 🧑‍💼 ""
""""
""Rather than selling yourself once (to get a FT role), freelancers must consistently sell their services. 1/3 of time for business dev seems common. ""
""""
""2) Flexibility 🤸 ""
""""
""One of the great parts of freelance is the flexibility in terms of time (i.e. when you work) and projects (i.e. what you work on). ""
""""
""3) You are on your own 📚 ""
""""
""One of the worst parts of freelance work is being on your own, which means one must be proficient in ALL aspects of the data science workflow.""
""(This includes non-technical skills). ""
""""
""4) Taxes 💸 ""
""""
""I put this here because my fiancee and I recently learned about quarterly estimated taxes (the hard way 😅). ""
""""
""""
""👉 What’s missing here?",
2024-04-18 13:41:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7186720485731188738,"The biggest challenge with learning data science is that it consists of a constantly changing landscape of tools and technologies. ""
""""
""The best way I’ve found to cope with this change is NOT by keeping up with all the latest AI trends and news 🫨 ""
""""
""But rather… getting really good at learning. ""
""""
""And, the way I see it, there are 4 ways to learn 👇 ""
""""
""1. Consuming Content ""
""2. Mentorship (i.e. talking to those ahead of you) ""
""3. Doing ""
""4. Teaching""
""""
""👉 In my latest YouTube video, I share how I would use each of these 4 approaches to learn data science (if I had to start over).""
""""
""Check it out and let me know what you think 😁""
""""
""https://lnkd.in/g2rYVfHT",
2024-04-16 13:49:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7185997762386145280,"When I was first learning data science, it was easy to get overwhelmed by the ocean of buzzwords and technologies 🌊📚 ""
""""
""While this ocean has only seemed to get bigger, I’ve learned that trying to learn everything isn’t what’s important. ""
""""
""The key, rather, is to get really good at learning. ""
""""
""This has been helpful for two reasons 👇 ""
""""
""1) Making a habit out of learning gives me a chance to keep up with the rapid pace of AI innovation ""
""""
""2) When it does come time to learn a new technique, I can pick it up pretty quickly because DS knowledge tends to compound on itself. ""
""""
""How do you continue your learning in data and AI? 🤔",
2024-04-15 13:45:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7185634238572998656,"These past 18 months have been a rollercoaster ride for AI 🎢 ""
""""
""Here’s a recap of the evolution of LLM products courtesy of 🟢 Amir Feizpour ""
""""
""🕛 ChatGPT = LLM + UI ""
""🕒 Baby RAG = Data + LLM + UI ""
""🕕 Proper RAG = Baby RAG + (security, privacy, refinement, and guardrails)""
""🕗 Agents = Tool Use + Proper RAG + Planning ""
""🕙 Multi-agent Systems = Agent 1 + Agent 2 ""
""""
""Last week, Amir discussed these points and much more on LLM product development. ""
""""
""ICYMI—the recording is now on The Data Entrepreneurs YouTube Channel ""
""""
""Check it out below 👇""
""""
""https://lnkd.in/gt5MTpgc",
2024-04-12 14:04:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7184551926238167040,"Here are 4 lessons I’ve learned from AI consulting. ""
""""
""👇 ""
""""
""1) Trust 🤝 > ""
""""
""What differentiated clients from prospects (IMO) was the belief that I could solve their problems and that I was on their side. ""
""""
""2) Don’t skip the discovery ❌ ""
""""
""When doing technical services, it’s easy to jump right into coding. The problem, however, is you risk spending a lot of time and effort solving the wrong problem ""
""""
""3) Find your 1 sales channel 🥇 ""
""""
""Although there are several ways to get clients, e.g., Upwork, cold outreach, content creation, conference speaking, referrals, ads, and more, I (and most people I’ve met) have one main lead source. ""
""""
""4) Not real until the money is in the bank 💰 ""
""""
""This is a lesson I learned over and over again from several “great” discovery calls and email exchanges, that resulted in no contract.. ""
""""
""🤔 What would you add here?",
